Formula,Temperature (K),TC,DOI
Cu28.75Zn8.75Ga1.5Sn11Se50,524,2.05,
Cu28.75Zn8.75Ga1.5Sn11Se50,549,1.96,
Cu28.75Zn8.75Ga1.5Sn11Se50,570,1.83,
Cu28.75Zn8.75Ga1.5Sn11Se50,620,1.72,
Cu28.75Zn8.75Ga1.5Sn11Se50,673,1.58,
Cu28.75Zn8.75Ga1.5Sn11Se50,695,1.51,
Cu25In25Se50,324,4.61, 10.1103/PhysRevB.84.075203
Cu25In25Se50,349,4.09,
Cu25In25Se50,374,3.68,
Cu25In25Se50,399,3.36,
Cu25In25Se50,424,3.07,
Cu25In25Se50,449,2.82,
Cu25In25Se50,473,2.51,
Cu25In25Se50,499,2.33,
Cu25In25Se50,524,2.16,
Cu25In25Se50,548,2,
Cu25In25Se50,575,1.87,
Cu25In23.75Mn1.25Se50,325,4.32,
Cu25In23.75Mn1.25Se50,348,3.79,
Cu25In23.75Mn1.25Se50,374,3.41,
Cu25In23.75Mn1.25Se50,400,3.12,
Cu25In23.75Mn1.25Se50,424,2.77,
Cu25In23.75Mn1.25Se50,448,2.56,
Cu25In23.75Mn1.25Se50,473,2.32,
Cu25In23.75Mn1.25Se50,499,2.15,
Cu25In23.75Mn1.25Se50,524,1.97,
Cu25In23.75Mn1.25Se50,548,1.87,
Cu25In23.75Mn1.25Se50,575,1.72,
Cu25In22.5Mn2.5Se50,325,4.59,
Cu25In22.5Mn2.5Se50,348,3.58,
Cu25In22.5Mn2.5Se50,373,3.19,
Cu25In22.5Mn2.5Se50,399,2.99,
Cu25In22.5Mn2.5Se50,423,2.74,
Cu25In22.5Mn2.5Se50,449,2.6,
Cu25In22.5Mn2.5Se50,474,2.42,
Cu25In22.5Mn2.5Se50,499,2.25,
Cu25In22.5Mn2.5Se50,524,2.07,
Cu25In22.5Mn2.5Se50,549,1.94,
Cu25In22.5Mn2.5Se50,574,1.79,
Cu23.08In20.51Mn5.13Se51.28,324,3.17,
Cu23.08In20.51Mn5.13Se51.28,349,2.98,
Cu23.08In20.51Mn5.13Se51.28,373,2.77,
Cu23.08In20.51Mn5.13Se51.28,399,2.54,
Cu23.08In20.51Mn5.13Se51.28,423,2.39,
Cu23.08In20.51Mn5.13Se51.28,450,2.18,
Cu23.08In20.51Mn5.13Se51.28,474,2.03,
Cu23.08In20.51Mn5.13Se51.28,499,1.92,
Cu23.08In20.51Mn5.13Se51.28,524,1.81,
Cu23.08In20.51Mn5.13Se51.28,550,1.7,
Cu23.08In20.51Mn5.13Se51.28,575,1.57,
Cu37.5V12.5Se50,323,3.74, 10.1016/j.jallcom.2021.160387
Cu37.5V12.5Se50,374,3.22,
Cu37.5V12.5Se50,425,2.64,
Cu37.5V12.5Se50,474,2.2,
Cu37.5V12.5Se50,526,1.87,
Cu37.5V12.5Se50,575,1.61,
Hf34.48Ni30.69Co0.34Sn34.48,313,8.33, 10.1002/aenm.202401345
Hf34.48Ni30.69Co0.34Sn34.48,375,7.4,
Hf34.48Ni30.69Co0.34Sn34.48,472,6.48,
Hf34.48Ni30.69Co0.34Sn34.48,573,5.45,
Hf34.48Ni30.69Co0.34Sn34.48,675,4.82,
Hf34.48Ni30.69Co0.34Sn34.48,775,4.63,
Hf34.48Ni30.69Co0.34Sn34.48,873,4.9,
Hf34.48Ni30.69Co0.34Sn34.48,971,5.64,
Hf34.48Ni30Co1.03Sn34.48,310,7.93,
Hf34.48Ni30Co1.03Sn34.48,375,7.28,
Hf34.48Ni30Co1.03Sn34.48,472,6.03,
Hf34.48Ni30Co1.03Sn34.48,574,5.46,
Hf34.48Ni30Co1.03Sn34.48,673,4.89,
Hf34.48Ni30Co1.03Sn34.48,775,4.46,
Hf34.48Ni30Co1.03Sn34.48,873,4.35,
Hf34.48Ni30Co1.03Sn34.48,970,4.66,
Hf34.48Ni29.31Co1.72Sn34.48,310,7.57,
Hf34.48Ni29.31Co1.72Sn34.48,374,6.96,
Hf34.48Ni29.31Co1.72Sn34.48,473,6.19,
Hf34.48Ni29.31Co1.72Sn34.48,573,5.42,
Hf34.48Ni29.31Co1.72Sn34.48,673,5,
Hf34.48Ni29.31Co1.72Sn34.48,771,4.53,
Hf34.48Ni29.31Co1.72Sn34.48,871,4.35,
Hf34.48Ni29.31Co1.72Sn34.48,971,4.36,
Hf34.48Ni28.62Co2.41Sn34.48,310,7.17,
Hf34.48Ni28.62Co2.41Sn34.48,375,6.74,
Hf34.48Ni28.62Co2.41Sn34.48,476,6.08,
Hf34.48Ni28.62Co2.41Sn34.48,574,5.71,
Hf34.48Ni28.62Co2.41Sn34.48,673,5.36,
Hf34.48Ni28.62Co2.41Sn34.48,775,4.83,
Hf34.48Ni28.62Co2.41Sn34.48,867,4.57,
Hf34.48Ni28.62Co2.41Sn34.48,969,4.52,
Hf34.48Ni27.93Co3.10Sn34.48,314,7.02,
Hf34.48Ni27.93Co3.10Sn34.48,375,6.43,
Hf34.48Ni27.93Co3.10Sn34.48,471,5.93,
Hf34.48Ni27.93Co3.10Sn34.48,566,5.45,
Hf34.48Ni27.93Co3.10Sn34.48,675,5.13,
Hf34.48Ni27.93Co3.10Sn34.48,774,4.71,
Hf34.48Ni27.93Co3.10Sn34.48,872,4.56,
Hf34.48Ni27.93Co3.10Sn34.48,981,4.55,
Cu25Cd12.5Sn12.5Se50,292,2.71,10.1038/srep05774
Cu25Cd12.5Sn12.5Se50,373,2.07,
Cu25Cd12.5Sn12.5Se50,473,1.22,
Cu25Cd12.5Sn12.5Se50,573,0.94,
Cu25Cd12.5Sn12.5Se50,674,0.93,
Cu25Cd12.5Sn12.5Se50,723,0.92,
Cu25Cd11.88Mn0.63Sn12.5Se50,294,3.28,
Cu25Cd11.88Mn0.63Sn12.5Se50,373,2.26,
Cu25Cd11.88Mn0.63Sn12.5Se50,473,1.71,
Cu25Cd11.88Mn0.63Sn12.5Se50,573,1.4,
Cu25Cd11.88Mn0.63Sn12.5Se50,673,1.33,
Cu25Cd11.88Mn0.63Sn12.5Se50,724,1.28,
Cu25Cd11.25Mn1.25Sn12.5Se50,295,3.55,
Cu25Cd11.25Mn1.25Sn12.5Se50,371,2.65,
Cu25Cd11.25Mn1.25Sn12.5Se50,472,1.92,
Cu25Cd11.25Mn1.25Sn12.5Se50,573,1.52,
Cu25Cd11.25Mn1.25Sn12.5Se50,674,1.41,
Cu25Cd11.25Mn1.25Sn12.5Se50,724,1.33,
Cu25Cd10.63Mn1.88Sn12.5Se50,293,3.52,
Cu25Cd10.63Mn1.88Sn12.5Se50,373,2.68,
Cu25Cd10.63Mn1.88Sn12.5Se50,474,2.15,
Cu25Cd10.63Mn1.88Sn12.5Se50,574,1.93,
Cu25Cd10.63Mn1.88Sn12.5Se50,673,1.86,
Cu25Cd10.63Mn1.88Sn12.5Se50,723,1.8,
Ti33.33Ni33.33Sn33.33,321,6.17, 10.3390/ma11040536
Ti33.33Ni33.33Sn33.33,353,5.92,
Ti33.33Ni33.33Sn33.33,381,5.62,
Ti33.33Ni33.33Sn33.33,411,5.61,
Ti33.33Ni33.33Sn33.33,441,5.34,
Ti33.33Ni33.33Sn33.33,471,4.97,
Ti33.33Ni33.33Sn33.33,500,4.92,
Ti33.33Ni33.33Sn33.33,532,4.89,
Ti33.33Ni33.33Sn33.33,560,4.85,
Ti33.33Ni33.33Sn33.33,590,4.87,
Ti33.33Ni33.33Sn33.33,621,4.91,
Ti33.33Ni33.33Sn33.33,652,4.92,
Ti33.33Ni33.33Sn33.33,679,4.92,
Ti33.33Ni33.33Sn33.33,712,5.01,
Ti33.33Ni33.33Sn33.33,741,5.03,
Ti33.33Ni33.33Sn33.33,770,5.14,
Ti33.77Ni33.11Sn33.11,323,7.03,
Ti33.77Ni33.11Sn33.11,352,6.69,
Ti33.77Ni33.11Sn33.11,382,6.32,
Ti33.77Ni33.11Sn33.11,411,6.21,
Ti33.77Ni33.11Sn33.11,442,6.08,
Ti33.77Ni33.11Sn33.11,473,5.74,
Ti33.77Ni33.11Sn33.11,501,5.7,
Ti33.77Ni33.11Sn33.11,532,5.48,
Ti33.77Ni33.11Sn33.11,561,5.48,
Ti33.77Ni33.11Sn33.11,591,5.44,
Ti33.77Ni33.11Sn33.11,621,5.36,
Ti33.77Ni33.11Sn33.11,652,5.36,
Ti33.77Ni33.11Sn33.11,683,5.41,
Ti33.77Ni33.11Sn33.11,709,5.36,
Ti33.77Ni33.11Sn33.11,742,5.43,
Ti33.77Ni33.11Sn33.11,771,5.62,
Ti33.11Ni33.77Sn33.11,321,5.22,
Ti33.11Ni33.77Sn33.11,351,5.01,
Ti33.11Ni33.77Sn33.11,380,4.94,
Ti33.11Ni33.77Sn33.11,410,4.91,
Ti33.11Ni33.77Sn33.11,441,4.82,
Ti33.11Ni33.77Sn33.11,470,4.48,
Ti33.11Ni33.77Sn33.11,502,4.55,
Ti33.11Ni33.77Sn33.11,529,4.53,
Ti33.11Ni33.77Sn33.11,560,4.52,
Ti33.11Ni33.77Sn33.11,592,4.49,
Ti33.11Ni33.77Sn33.11,620,4.59,
Ti33.11Ni33.77Sn33.11,648,4.61,
Ti33.11Ni33.77Sn33.11,681,4.66,
Ti33.11Ni33.77Sn33.11,710,4.74,
Ti33.11Ni33.77Sn33.11,739,4.8,
Ti33.11Ni33.77Sn33.11,770,4.84,
Ti32.52Ni34.96Sn32.52,323,4.55,
Ti32.52Ni34.96Sn32.52,354,4.48,
Ti32.52Ni34.96Sn32.52,383,4.52,
Ti32.52Ni34.96Sn32.52,413,4.49,
Ti32.52Ni34.96Sn32.52,441,4.47,
Ti32.52Ni34.96Sn32.52,473,4.36,
Ti32.52Ni34.96Sn32.52,503,4.39,
Ti32.52Ni34.96Sn32.52,534,4.46,
Ti32.52Ni34.96Sn32.52,562,4.46,
Ti32.52Ni34.96Sn32.52,593,4.57,
Ti32.52Ni34.96Sn32.52,624,4.56,
Ti32.52Ni34.96Sn32.52,653,4.55,
Ti32.52Ni34.96Sn32.52,682,4.5,
Ti32.52Ni34.96Sn32.52,712,4.67,
Ti32.52Ni34.96Sn32.52,742,4.72,
Ti32.52Ni34.96Sn32.52,773,4.81,
Ti30.77Ni38.46Sn30.77,322,5.32,
Ti30.77Ni38.46Sn30.77,373,5.39,
Ti30.77Ni38.46Sn30.77,423,5.4,
Ti30.77Ni38.46Sn30.77,474,5.56,
Ti30.77Ni38.46Sn30.77,523,5.71,
Ti30.77Ni38.46Sn30.77,575,5.8,
Ti30.77Ni38.46Sn30.77,620,6.05,
Ti30.77Ni38.46Sn30.77,672,6.12,
Ti30.77Ni38.46Sn30.77,722,6.32,
Ti30.77Ni38.46Sn30.77,773,6.54,
Cu41.38Sb13.45Te0.34S44.83,326,0.69,http://kjmm.org/upload/pdf/kjmm-2021-59-8-560.pdf
Cu41.38Sb13.45Te0.34S44.83,425,0.76,
Cu41.38Sb13.45Te0.34S44.83,525,0.82,
Cu41.38Sb13.45Te0.34S44.83,625,0.86,
Cu41.38Sb13.45Te0.34S44.83,726,0.81,
Cu41.38Sb13.10Te0.69S44.83,324,0.62,
Cu41.38Sb13.10Te0.69S44.83,422,0.69,
Cu41.38Sb13.10Te0.69S44.83,521,0.73,
Cu41.38Sb13.10Te0.69S44.83,622,0.77,
Cu41.38Sb13.10Te0.69S44.83,722,0.77,
Cu41.38Sb12.76Te1.03S44.83,323,0.61,
Cu41.38Sb12.76Te1.03S44.83,423,0.67,
Cu41.38Sb12.76Te1.03S44.83,529,0.73,
Cu41.38Sb12.76Te1.03S44.83,628,0.76,
Cu41.38Sb12.76Te1.03S44.83,730,0.77,
Cu41.38Sb12.41Te1.38S44.83,327,0.62,
Cu41.38Sb12.41Te1.38S44.83,425,0.66,
Cu41.38Sb12.41Te1.38S44.83,522,0.7,
Cu41.38Sb12.41Te1.38S44.83,624,0.74,
Cu41.38Sb12.41Te1.38S44.83,724,0.75,
Ba14.81Ga29.63Ge55.56,373,1.36,10.1002/aelm.202000782
Ba14.81Ga29.63Ge55.56,426,1.31,
Ba14.81Ga29.63Ge55.56,475,1.25,
Ba14.81Ga29.63Ge55.56,524,1.26,
Ba14.81Ga29.63Ge55.56,575,1.19,
Ba14.81Ga29.63Ge55.56,774,1.23,
Ba14.81Ga29.63Ge55.56,823,1.13,
Ba14.81Ga29.63Ge55.56,872,1.36,
Ba14.81Ga29.63Ge55.56,924,1.44,
Ba14.81Ga29.63Ge55.56,973,1.61,
Ba14.81Al5.93Ga23.70Ge55.56,374,1.55,
Ba14.81Al5.93Ga23.70Ge55.56,426,1.5,
Ba14.81Al5.93Ga23.70Ge55.56,475,1.48,
Ba14.81Al5.93Ga23.70Ge55.56,525,1.46,
Ba14.81Al5.93Ga23.70Ge55.56,572,1.46,
Ba14.81Al5.93Ga23.70Ge55.56,773,1.49,
Ba14.81Al5.93Ga23.70Ge55.56,822,1.56,
Ba14.81Al5.93Ga23.70Ge55.56,868,1.27,
Ba14.81Al5.93Ga23.70Ge55.56,924,1.34,
Ba14.81Al7.41Ga22.22Ge55.56,373,1.71,
Ba14.81Al7.41Ga22.22Ge55.56,425,1.79,
Ba14.81Al7.41Ga22.22Ge55.56,474,1.79,
Ba14.81Al7.41Ga22.22Ge55.56,523,1.77,
Ba14.81Al7.41Ga22.22Ge55.56,571,1.76,
Ba14.81Al7.41Ga22.22Ge55.56,773,1.79,
Ba14.81Al7.41Ga22.22Ge55.56,821,1.72,
Ba14.81Al7.41Ga22.22Ge55.56,873,1.69,
Ba14.81Al7.41Ga22.22Ge55.56,924,1.66,
Ba14.81Al7.41Ga22.22Ge55.56,972,1.8,
Ba14.81Al7.41Ga22.22Ge55.56,1025,1.88,
Ba14.81Al7.41Ga22.22Ge55.56,1071,2.14,
Ba14.81Al9.78Ga19.85Ge55.56,374,1.86,
Ba14.81Al9.78Ga19.85Ge55.56,425,1.9,
Ba14.81Al9.78Ga19.85Ge55.56,475,1.91,
Ba14.81Al9.78Ga19.85Ge55.56,524,1.96,
Ba14.81Al9.78Ga19.85Ge55.56,572,2.04,
Ba14.81Al9.78Ga19.85Ge55.56,773,2.13,
Ba14.81Al9.78Ga19.85Ge55.56,823,2.28,
Ba14.81Al9.78Ga19.85Ge55.56,873,2.41,
Ba14.81Al9.78Ga19.85Ge55.56,924,2.53,
Ba14.81Al9.78Ga19.85Ge55.56,974,2.58,
Cu25.32Ag0.63Sn36.08S37.97,322,1.3, 10.1021/acsanm.3c00716
Cu25.32Ag0.63Sn36.08S37.97,342,1.22,
Cu25.32Ag0.63Sn36.08S37.97,375,1.04,
Cu25.32Ag0.63Sn36.08S37.97,398,0.85,
Cu25.32Ag0.63Sn36.08S37.97,419,0.82,
Cu25.32Ag0.63Sn36.08S37.97,444,0.83,
Cu25.32Ag0.63Sn36.08S37.97,477,0.8,
Cu25.32Ag0.63Sn36.08S37.97,497,0.76,
Cu25.32Ag0.63Sn36.08S37.97,524,0.78,
Cu25.32Ag0.63Sn36.08S37.97,548,0.64,
Cu25.32Ag0.63Sn36.08S37.97,569,0.65,
Cu25.32Ag0.63Sn36.08S37.97,595,0.57,
Cu25.32Ag0.63Sn36.08S37.97,621,0.58,
Cu25.32Ag0.63Sn36.08S37.97,649,0.54,
Cu25.32Ag0.63Sn36.08S37.97,674,0.51,
Cu25.32Ag0.63Sn36.08S37.97,698,0.44,
Cu25.32Ag0.63Sn36.08S37.97,723,0.47,
Cu25.64Ag1.28Sn34.62S38.46,320,2.02,
Cu25.64Ag1.28Sn34.62S38.46,347,1.79,
Cu25.64Ag1.28Sn34.62S38.46,375,1.67,
Cu25.64Ag1.28Sn34.62S38.46,398,1.51,
Cu25.64Ag1.28Sn34.62S38.46,422,1.34,
Cu25.64Ag1.28Sn34.62S38.46,446,1.23,
Cu25.64Ag1.28Sn34.62S38.46,475,1.15,
Cu25.64Ag1.28Sn34.62S38.46,498,1.09,
Cu25.64Ag1.28Sn34.62S38.46,519,1.07,
Cu25.64Ag1.28Sn34.62S38.46,547,0.93,
Cu25.64Ag1.28Sn34.62S38.46,576,0.89,
Cu25.64Ag1.28Sn34.62S38.46,599,0.81,
Cu25.64Ag1.28Sn34.62S38.46,619,0.8,
Cu25.64Ag1.28Sn34.62S38.46,647,0.73,
Cu25.64Ag1.28Sn34.62S38.46,674,0.75,
Cu25.64Ag1.28Sn34.62S38.46,696,0.68,
Cu25.64Ag1.28Sn34.62S38.46,723,0.65,
Cu25.81Ag1.61Sn33.87S38.71,323,2.88,
Cu25.81Ag1.61Sn33.87S38.71,346,2.65,
Cu25.81Ag1.61Sn33.87S38.71,371,2.3,
Cu25.81Ag1.61Sn33.87S38.71,394,2.11,
Cu25.81Ag1.61Sn33.87S38.71,423,1.95,
Cu25.81Ag1.61Sn33.87S38.71,445,1.77,
Cu25.81Ag1.61Sn33.87S38.71,470,1.62,
Cu25.81Ag1.61Sn33.87S38.71,497,1.54,
Cu25.81Ag1.61Sn33.87S38.71,521,1.47,
Cu25.81Ag1.61Sn33.87S38.71,550,1.35,
Cu25.81Ag1.61Sn33.87S38.71,569,1.22,
Cu25.81Ag1.61Sn33.87S38.71,599,1.22,
Cu25.81Ag1.61Sn33.87S38.71,622,1.12,
Cu25.81Ag1.61Sn33.87S38.71,651,1.03,
Cu25.81Ag1.61Sn33.87S38.71,671,0.94,
Cu25.81Ag1.61Sn33.87S38.71,701,0.98,
Cu25.81Ag1.61Sn33.87S38.71,725,0.83,
Cu25.97Ag1.95Sn33.12S38.96,323,3.29,
Cu25.97Ag1.95Sn33.12S38.96,347,2.94,
Cu25.97Ag1.95Sn33.12S38.96,372,2.66,
Cu25.97Ag1.95Sn33.12S38.96,397,2.4,
Cu25.97Ag1.95Sn33.12S38.96,420,2.11,
Cu25.97Ag1.95Sn33.12S38.96,444,1.96,
Cu25.97Ag1.95Sn33.12S38.96,470,1.8,
Cu25.97Ag1.95Sn33.12S38.96,495,1.8,
Cu25.97Ag1.95Sn33.12S38.96,522,1.73,
Cu25.97Ag1.95Sn33.12S38.96,550,1.58,
Cu25.97Ag1.95Sn33.12S38.96,574,1.51,
Cu25.97Ag1.95Sn33.12S38.96,598,1.47,
Cu25.97Ag1.95Sn33.12S38.96,626,1.38,
Cu25.97Ag1.95Sn33.12S38.96,648,1.37,
Cu25.97Ag1.95Sn33.12S38.96,673,1.31,
Cu25.97Ag1.95Sn33.12S38.96,698,1.27,
Cu25.97Ag1.95Sn33.12S38.96,718,1.2,
Cu26.32Ag2.63Sn31.58S39.47,319,4.88,
Cu26.32Ag2.63Sn31.58S39.47,348,4.51,
Cu26.32Ag2.63Sn31.58S39.47,372,4.11,
Cu26.32Ag2.63Sn31.58S39.47,401,3.73,
Cu26.32Ag2.63Sn31.58S39.47,427,3.45,
Cu26.32Ag2.63Sn31.58S39.47,444,3.09,
Cu26.32Ag2.63Sn31.58S39.47,472,2.85,
Cu26.32Ag2.63Sn31.58S39.47,504,2.6,
Cu26.32Ag2.63Sn31.58S39.47,525,2.46,
Cu26.32Ag2.63Sn31.58S39.47,546,2.35,
Cu26.32Ag2.63Sn31.58S39.47,570,2.27,
Cu26.32Ag2.63Sn31.58S39.47,602,2.17,
Cu26.32Ag2.63Sn31.58S39.47,626,2.07,
Cu26.32Ag2.63Sn31.58S39.47,651,2,
Cu26.32Ag2.63Sn31.58S39.47,675,1.92,
Cu26.32Ag2.63Sn31.58S39.47,696,1.92,
Cu26.32Ag2.63Sn31.58S39.47,728,1.83,
Cu26.67Ag3.33Sn30S40,322,6.23,
Cu26.67Ag3.33Sn30S40,348,5.88,
Cu26.67Ag3.33Sn30S40,376,5.69,
Cu26.67Ag3.33Sn30S40,399,5.42,
Cu26.67Ag3.33Sn30S40,421,5.15,
Cu26.67Ag3.33Sn30S40,450,4.84,
Cu26.67Ag3.33Sn30S40,477,4.49,
Cu26.67Ag3.33Sn30S40,498,4.3,
Cu26.67Ag3.33Sn30S40,521,4.07,
Cu26.67Ag3.33Sn30S40,551,3.96,
Cu26.67Ag3.33Sn30S40,574,3.81,
Cu26.67Ag3.33Sn30S40,599,3.65,
Cu26.67Ag3.33Sn30S40,627,3.41,
Cu26.67Ag3.33Sn30S40,649,3.29,
Cu26.67Ag3.33Sn30S40,675,3.1,
Cu26.67Ag3.33Sn30S40,699,2.91,
Cu26.67Ag3.33Sn30S40,725,2.85,
Ag25Bi25Se50,300,0.79, 10.1039/C9RA00077A
Ag25Bi25Se50,346,0.73,
Ag25Bi25Se50,399,0.69,
Ag25Bi25Se50,451,0.66,
Ag25Bi25Se50,498,0.64,
Ag25Bi25Se50,550,0.6,
Ag25Bi25Se50,598,0.58,
Ag25Bi25Se50,650,0.56,
Ag25Bi25Se50,697,0.54,
Ag25Bi24.25Sb0.75Se50,297,0.73,
Ag25Bi24.25Sb0.75Se50,346,0.69,
Ag25Bi24.25Sb0.75Se50,398,0.67,
Ag25Bi24.25Sb0.75Se50,446,0.64,
Ag25Bi24.25Sb0.75Se50,498,0.6,
Ag25Bi24.25Sb0.75Se50,548,0.59,
Ag25Bi24.25Sb0.75Se50,598,0.56,
Ag25Bi24.25Sb0.75Se50,649,0.54,
Ag25Bi24.25Sb0.75Se50,698,0.53,
Ag25Bi23.75Sb1.25Se50,298,0.82,
Ag25Bi23.75Sb1.25Se50,348,0.76,
Ag25Bi23.75Sb1.25Se50,398,0.7,
Ag25Bi23.75Sb1.25Se50,451,0.66,
Ag25Bi23.75Sb1.25Se50,500,0.63,
Ag25Bi23.75Sb1.25Se50,545,0.6,
Ag25Bi23.75Sb1.25Se50,599,0.58,
Ag25Bi23.75Sb1.25Se50,651,0.55,
Ag25Bi23.75Sb1.25Se50,703,0.53,
Ag25Bi22.5Sb2.5Se50,301,0.77,
Ag25Bi22.5Sb2.5Se50,348,0.71,
Ag25Bi22.5Sb2.5Se50,398,0.65,
Ag25Bi22.5Sb2.5Se50,451,0.62,
Ag25Bi22.5Sb2.5Se50,550,0.58,
Ag25Bi22.5Sb2.5Se50,597,0.54,
Ag25Bi22.5Sb2.5Se50,646,0.52,
Ag25Bi22.5Sb2.5Se50,701,0.5,
Ag25.19Bi24.94Se49.88,297,0.77,
Ag25.19Bi24.94Se49.88,351,0.72,
Ag25.19Bi24.94Se49.88,403,0.69,
Ag25.19Bi24.94Se49.88,445,0.66,
Ag25.19Bi24.94Se49.88,502,0.63,
Ag25.19Bi24.94Se49.88,547,0.62,
Ag25.19Bi24.94Se49.88,598,0.59,
Ag25.19Bi24.94Se49.88,648,0.57,
Ag25.19Bi24.94Se49.88,697,0.56,
Ag25.56Bi24.81Se49.63,298,0.74,
Ag25.56Bi24.81Se49.63,351,0.7,
Ag25.56Bi24.81Se49.63,401,0.67,
Ag25.56Bi24.81Se49.63,450,0.64,
Ag25.56Bi24.81Se49.63,501,0.61,
Ag25.56Bi24.81Se49.63,553,0.59,
Ag25.56Bi24.81Se49.63,602,0.56,
Ag25.56Bi24.81Se49.63,646,0.54,
Ag25.56Bi24.81Se49.63,696,0.53,
V33.33Co33.33Sb33.33,303,4.89, 10.1016/j.jallcom.2015.09.082
V33.33Co33.33Sb33.33,377,4.76,
V33.33Co33.33Sb33.33,472,4.61,
V33.33Co33.33Sb33.33,578,4.48,
V33.33Co33.33Sb33.33,679,4.44,
V33.33Co33.33Sb33.33,778,4.53,
V33.33Co33.33Sb33.33,870,4.36,
V33.33Co33.33Sb33.33,977,4.78,
V33.33Co33.33Sb32.67Sn0.67,303,4.73,
V33.33Co33.33Sb32.67Sn0.67,377,4.63,
V33.33Co33.33Sb32.67Sn0.67,478,4.49,
V33.33Co33.33Sb32.67Sn0.67,579,4.33,
V33.33Co33.33Sb32.67Sn0.67,679,4.31,
V33.33Co33.33Sb32.67Sn0.67,777,4.33,
V33.33Co33.33Sb32.67Sn0.67,877,4.22,
V33.33Co33.33Sb32.67Sn0.67,976,4.55,
V32.67Ti0.67Co33.33Sb33.33,303,4.8,
V32.67Ti0.67Co33.33Sb33.33,373,4.68,
V32.67Ti0.67Co33.33Sb33.33,479,4.57,
V32.67Ti0.67Co33.33Sb33.33,576,4.42,
V32.67Ti0.67Co33.33Sb33.33,677,4.37,
V32.67Ti0.67Co33.33Sb33.33,775,4.42,
V32.67Ti0.67Co33.33Sb33.33,870,4.29,
V32.67Ti0.67Co33.33Sb33.33,977,4.62,
Ti33.33Co33.33Sb33.33,305,16.62, 10.1063/1.2809377
Ti33.33Co33.33Sb33.33,353,14.41,
Ti33.33Co33.33Sb33.33,407,12.51,
Ti33.33Co33.33Sb33.33,453,11.09,
Ti33.33Co33.33Sb33.33,502,9.88,
Ti33.33Co33.33Sb33.33,551,8.88,
Ti33.33Co33.33Sb33.33,605,8.1,
Ti33.33Co33.33Sb33.33,652,7.46,
Ti33.33Co33.33Sb33.33,702,6.98,
Ti33.33Co33.33Sb33.33,753,6.55,
Ti33.33Co33.33Sb33.33,802,6.12,
Ti33.33Co33.33Sb33.33,830,5.86,
Ti33.33Co33.33Sb33.33,850,5.6,
Ti33.33Fe0.17Co33.17Sb33.33,303,17.09,
Ti33.33Fe0.17Co33.17Sb33.33,354,14.63,
Ti33.33Fe0.17Co33.17Sb33.33,404,12.64,
Ti33.33Fe0.17Co33.17Sb33.33,452,11.09,
Ti33.33Fe0.17Co33.17Sb33.33,503,9.88,
Ti33.33Fe0.17Co33.17Sb33.33,555,8.8,
Ti33.33Fe0.17Co33.17Sb33.33,600,8.02,
Ti33.33Fe0.17Co33.17Sb33.33,652,7.41,
Ti33.33Fe0.17Co33.17Sb33.33,700,6.94,
Ti33.33Fe0.17Co33.17Sb33.33,753,6.59,
Ti33.33Fe0.17Co33.17Sb33.33,802,5.94,
Ti33.33Fe0.17Co33.17Sb33.33,832,5.77,
Ti33.33Fe0.17Co33.17Sb33.33,850,5.56,
Ti33.33Fe0.33Co33.00Sb33.33,304,16.96,
Ti33.33Fe0.33Co33.00Sb33.33,353,14.54,
Ti33.33Fe0.33Co33.00Sb33.33,403,12.64,
Ti33.33Fe0.33Co33.00Sb33.33,455,11.04,
Ti33.33Fe0.33Co33.00Sb33.33,503,9.75,
Ti33.33Fe0.33Co33.00Sb33.33,552,8.71,
Ti33.33Fe0.33Co33.00Sb33.33,601,8.02,
Ti33.33Fe0.33Co33.00Sb33.33,653,7.41,
Ti33.33Fe0.33Co33.00Sb33.33,702,6.94,
Ti33.33Fe0.33Co33.00Sb33.33,748,6.46,
Ti33.33Fe0.33Co33.00Sb33.33,802,6.07,
Ti33.33Fe0.33Co33.00Sb33.33,830,5.73,
Ti33.33Fe0.33Co33.00Sb33.33,851,5.6,
Ti33.33Fe1.67Co31.67Sb33.33,304,15.23,
Ti33.33Fe1.67Co31.67Sb33.33,355,13.07,
Ti33.33Fe1.67Co31.67Sb33.33,404,11.43,
Ti33.33Fe1.67Co31.67Sb33.33,452,9.92,
Ti33.33Fe1.67Co31.67Sb33.33,502,8.8,
Ti33.33Fe1.67Co31.67Sb33.33,552,7.89,
Ti33.33Fe1.67Co31.67Sb33.33,604,7.11,
Ti33.33Fe1.67Co31.67Sb33.33,650,6.64,
Ti33.33Fe1.67Co31.67Sb33.33,703,6.2,
Ti33.33Fe1.67Co31.67Sb33.33,751,5.86,
Ti33.33Fe1.67Co31.67Sb33.33,801,5.56,
Ti33.33Fe1.67Co31.67Sb33.33,830,5.38,
Ti33.33Fe1.67Co31.67Sb33.33,850,5.3,
Ti33.33Fe3.33Co30.00Sb33.33,300,9.79,
Ti33.33Fe3.33Co30.00Sb33.33,352,8.88,
Ti33.33Fe3.33Co30.00Sb33.33,403,8.32,
Ti33.33Fe3.33Co30.00Sb33.33,451,7.67,
Ti33.33Fe3.33Co30.00Sb33.33,505,7.07,
Ti33.33Fe3.33Co30.00Sb33.33,552,6.77,
Ti33.33Fe3.33Co30.00Sb33.33,599,6.33,
